Site,Plot,Date,Spec,DBH,Dec ,X,Y,Z,CrHt,SrchHt,Core#,Comments
IS,IS1,16-Aug,PIJE,128.5,,-50.8,3.9,-5.0,14.0,7.0,29,
IS,IS1,14-Aug,PIJE,119.0,,-49.8,-8.8,-4.4,12.5,10.0,28,
IS,IS1,16-Aug,PIJE,30.5,1,-48.7,12.1,-5.0,,4.3,,
IS,IS1,16-Aug,PIJE,24.0,1,-46.9,0.9,-4.5,,4.0,,
IS,IS1,14-Aug,PIJE,20.1,1,-45.7,-6.2,-4.1,,3.5,,
IS,IS1,14-Aug,PIJE,38.8,1,-45.5,-17.3,-3.0,,8.0,,
IS,IS1,14-Aug,PIJE,24.3,1,-45.5,-4.3,-4.3,,3.0,,
IS,IS1,16-Aug,PIJE,72.0,,-42.0,19.9,-4.4,9.5,4.5,21,
IS,IS1,16-Aug,PIJE,36.6,,-40.7,38.8,-4.9,5.0,4.0,,
IS,IS1,14-Aug,PIJE,53.0,,-40.4,-15.9,-3.3,11.0,9.0,,
IS,IS1,16-Aug,PIJE,102.9,,-39.5,8.5,-3.9,13.0,7.8,,
IS,IS1,16-Aug,PIJE,29.0,1,-39.2,4.5,-3.8,,4.0,,
IS,IS1,14-Aug,PIJE,6.1,1,-38.3,-4.2,-3.5,,0.5,,
IS,IS1,16-Aug,PIJE,13.8,1,-37.2,5.6,-3.8,,1.5,,
IS,IS1,16-Aug,PIJE,19.5,1,-36.4,2.2,-3.4,,2.5,,
IS,IS1,16-Aug,PIJE,31.4,1,-34.5,-7.9,-2.8,,3.5,,
IS,IS1,14-Aug,PIJE,48.7,,-34.2,-19.5,-2.7,12.0,6.0,,
IS,IS1,14-Aug,PIJE,48.4,,-33.7,-16.4,-2.8,9.0,8.0,,
IS,IS1,14-Aug,PIJE,48.6,,-33.5,-16.8,-2.7,12.0,6.0,,
IS,IS1,14-Aug,PIJE,41.3,,-32.5,-10.2,-2.9,13.4,5.5,,
IS,IS1,14-Aug,PIJE,46.0,,-32.1,-20.6,-2.5,11.0,5.0,,
IS,IS1,14-Aug,PIJE,26.8,1,-30.9,-10.2,-2.8,,7.1,,
IS,IS1,14-Aug,PIJE,34.2,,-30.8,-10.4,-2.7,13.5,6.0,11,
IS,IS1,14-Aug,PIJE,36.0,,-29.9,17.1,-2.3,11.0,5.0,,
IS,IS1,16-Aug,PIJE,140.6,,-29.3,16.8,-2.9,12.0,6.2,,
IS,IS1,14-Aug,PIJE,44.2,,-29.2,-32.2,-1.8,9.0,3.5,,
IS,IS1,14-Aug,PIJE,19.6,1,-28.6,-17.9,-2.3,,4.5,,
IS,IS1,14-Aug,PIJE,21.0,1,-27.6,-21.0,-2.0,,3.5,,
IS,IS1,14-Aug,PIJE,50.5,,-26.6,-25.6,-1.7,10.0,3.0,,
IS,IS1,14-Aug,PIJE,33.2,,-24.8,-33.2,-1.4,10.2,7.7,,
IS,IS1,14-Aug,PIJE,124.5,,-24.0,-5.1,-1.9,13.0,6.0,22,
IS,IS1,14-Aug,PIJE,34.8,,-23.9,-33.0,-1.4,10.2,7.7,,
IS,IS1,16-Aug,PIJE,98.5,,-23.3,6.5,-2.0,15.0,6.0,23,
IS,IS1,16-Aug,PIJE,92.1,,-22.0,6.3,-1.9,14.5,6.3,24,
IS,IS1,14-Aug,PIJE,11.0,1,-21.2,-25.4,-1.3,,0.5,,
IS,IS1,16-Aug,PIJE,82.3,,-20.6,4.0,-1.7,18.4,6.0,,
IS,IS1,14-Aug,PIJE,39.8,,-20.4,-18.4,-1.3,10.0,2.5,,
IS,IS1,14-Aug,PIJE,23.5,,-19.8,-17.0,-1.3,10.0,2.5,,
IS,IS1,14-Aug,PIJE,23.0,1,-19.6,-32.8,-1.1,,6.0,,
IS,IS1,16-Aug,PIJE,60.0,1,-19.0,2.5,-1.7,,4.6,,
IS,IS1,14-Aug,PIJE,39.0,1,-18.5,-24.1,-0.9,,2.5,,
IS,IS1,14-Aug,PIJE,19.4,,-19.8,-17.7,-1.2,10.0,2.5,,
IS,IS1,14-Aug,PIJE,53.0,,-17.0,-33.6,-0.6,11.3,6.0,,
IS,IS1,14-Aug,PIJE,68.1,,-16.7,-45.2,-0.6,14.8,4.0,,
IS,IS1,14-Aug,PIJE,19.2,1,-13.2,-34.2,-0.5,,1.8,,
IS,IS1,14-Aug,PIJE,72.3,,-12.7,-17.5,-0.6,11.0,4.5,32,
IS,IS1,14-Aug,PIJE,79.3,,-11.3,-26.5,-0.1,10.8,3.0,25,
IS,IS1,16-Aug,PIJE,103.2,,-10.3,4.1,-0.8,10.0,4.3,30,
IS,IS1,14-Aug,PIJE,28.5,,-9.2,-15.7,-0.5,8.0,2.5,,
IS,IS1,14-Aug,PIJE,15.2,1,-9.0,-32.8,-0.2,,2.0,,
IS,IS1,14-Aug,PIJE,14.0,1,-8.8,-32.5,-0.2,,2.0,,
IS,IS1,14-Aug,PIJE,25.0,,-8.6,-17.1,-0.5,8.0,2.5,,
IS,IS1,14-Aug,PIJE,13.0,1,-8.2,-17.0,-0.5,,1.6,,
IS,IS1,16-Aug,PIJE,27.4,1,-6.9,-46.2,0.3,,6.0,,
IS,IS1,16-Aug,PIJE,33.1,,-6.3,51.5,-1.6,4.2,0.2,,
IS,IS1,14-Aug,PIJE,26.3,,-5.6,-2.1,-0.5,5.5,1.2,,
IS,IS1,16-Aug,PIJE,32.8,1,-5.6,-45.4,0.3,,7.1,,
IS,IS1,14-Aug,PIJE,32.3,,-4.6,-20.3,0.0,7.6,3.5,10,
IS,IS1,16-Aug,PIJE,15.0,1,-4.6,-30.5,0.2,,2.0,,
IS,IS1,14-Aug,PIJE,27.5,,-4.4,-27.1,0.0,9.0,2.7,,
IS,IS1,14-Aug,PIJE,23.8,,-3.7,-16.7,-0.1,8.0,1.6,,
IS,IS1,16-Aug,PIJE,23.6,1,-3.6,-26.9,0.3,,2.3,,
IS,IS1,14-Aug,PIJE,44.8,,-3.4,-24.7,0.2,9.0,3.0,,
IS,IS1,14-Aug,PIJE,60.8,,-3.3,-37.6,0.2,10.0,7.6,,
IS,IS1,14-Aug,PIJE,30.9,,-3.1,-17.6,0.1,8.5,2.5,,
IS,IS1,14-Aug,PIJE,29.5,,-3.0,-19.8,0.1,8.5,4.5,,
IS,IS1,16-Aug,PIJE,65.0,,-2.9,25.2,-0.7,8.0,5.2,,
IS,IS1,14-Aug,PIJE,54.4,,-2.8,-24.2,0.4,9.0,6.5,,
IS,IS1,14-Aug,PIJE,16.0,,-2.8,-15.9,0.1,4.5,1.8,,
IS,IS1,16-Aug,PIJE,11.9,,-2.2,45.8,-1.2,1.4,0.4,12,
IS,IS1,14-Aug,PIJE,35.0,1,-2.1,-47.0,0.3,,5.6,,
IS,IS1,14-Aug,PIJE,14.7,,-1.6,-12.3,0.1,2.5,4.0,,
IS,IS1,14-Aug,PIJE,25.2,1,-1.3,-33.9,-0.3,,7.0,,
IS,IS1,14-Aug,PIJE,58.0,,-0.6,-40.6,-0.4,10.0,7.8,,
IS,IS1,14-Aug,PIJE,37.4,,1.8,-6.7,0.2,3.5,0.5,1,
IS,IS1,16-Aug,PIJE,6.9,1,1.9,46.2,-0.5,,1.5,,
IS,IS1,16-Aug,PIJE,57.0,,2.3,49.8,-0.7,4.7,4.8,31,
IS,IS1,14-Aug,PIJE,38.0,,2.9,-17.5,0.5,7.9,3.5,9,
IS,IS1,16-Aug,PIJE,28.8,,3.6,38.9,-0.5,5.5,4.5,,
IS,IS1,14-Aug,PIJE,30.2,1,3.9,-29.9,0.6,,3.5,,
IS,IS1,14-Aug,PIJE,107.9,,4.6,1.6,0.2,9.0,5.5,2,
IS,IS1,14-Aug,PIJE,94.0,,4.7,8.6,0.1,13.3,5.3,20,
IS,IS1,14-Aug,PIJE,94.2,,5.0,-48.0,1.0,12.0,11.0,,
IS,IS1,14-Aug,PIJE,25.5,1,5.3,-37.8,0.6,,4.8,,
IS,IS1,16-Aug,PIJE,45.0,,5.4,50.4,-0.5,5.0,4.8,,
IS,IS1,16-Aug,PIJE,6.5,1,5.6,36.9,-0.3,,0.7,,
IS,IS1,16-Aug,PIJE,13.7,1,6.2,-39.6,1.0,,3.0,,
IS,IS1,16-Aug,PIJE,6.3,2,6.4,40.5,-0.2,,1.2,,
IS,IS1,14-Aug,PIJE,29.0,,6.5,-11.5,0.7,4.6,2.7,,
IS,IS1,14-Aug,PIJE,25.3,1,8.4,-37.8,1.0,,5.1,,
IS,IS1,16-Aug,PIJE,11.5,1,8.5,50.9,-0.3,,1.8,,
IS,IS1,14-Aug,PIJE,47.3,,8.8,-22.3,1.2,9.0,5.5,,
IS,IS1,14-Aug,PIJE,34.5,,10.4,-17.7,1.1,8.0,5.0,3,
IS,IS1,14-Aug,PIJE,71.3,,10.6,1.6,0.7,12.3,5.0,14,
IS,IS1,14-Aug,PIJE,30.8,,10.8,46.8,-0.2,4.8,4.0,,
IS,IS1,14-Aug,PIJE,21.1,,12.3,-20.4,1.3,8.0,5.0,,
IS,IS1,14-Aug,PIJE,24.5,,12.9,50.0,0.0,5.5,3.0,,
IS,IS1,16-Aug,PIJE,15.9,1,13.1,-22.4,1.4,,2.5,,
IS,IS1,14-Aug,PIJE,88.9,,13.2,-27.0,1.6,10.9,5.4,26,
IS,IS1,14-Aug,PIJE,24.5,1,13.6,-22.1,1.5,,5.5,,
IS,IS1,14-Aug,PIJE,25.5,1,13.6,-29.8,1.5,,3.5,,
IS,IS1,14-Aug,PIJE,50.8,,14.0,-38.1,1.4,11.7,4.0,,
IS,IS1,14-Aug,PIJE,12.5,1,14.1,-19.5,1.4,,5.8,,
IS,IS1,14-Aug,PIJE,85.5,,14.5,-44.5,1.5,8.5,7.5,,
IS,IS1,14-Aug,PIJE,23.0,1,15.0,-46.3,1.3,,6.5,,
IS,IS1,14-Aug,PIJE,129.3,,15.1,-1.7,1.3,13.0,4.0,19,
IS,IS1,14-Aug,PIJE,15.0,1,15.3,-15.1,1.5,,3.9,,
IS,IS1,14-Aug,PIJE,12.5,1,15.5,-15.2,1.5,,3.6,,
IS,IS1,14-Aug,PIJE,44.0,,15.6,-4.5,1.2,7.0,4.0,,
IS,IS1,14-Aug,PIJE,10.8,1,15.6,-15.2,1.5,,4.5,,
IS,IS1,14-Aug,PIJE,9.2,1,15.6,-16.2,1.5,,3.2,,
IS,IS1,14-Aug,PIJE,23.2,1,16.4,-26.2,1.5,,4.0,,
IS,IS1,14-Aug,PIJE,14.0,1,16.8,-15.5,1.6,,5.1,,
IS,IS1,14-Aug,PIJE,37.0,1,16.9,-39.1,1.6,,3.5,,
IS,IS1,14-Aug,PIJE,47.5,,17.0,-47.3,1.7,8.5,6.5,8,
IS,IS1,14-Aug,PIJE,32.1,1,17.2,-15.3,1.6,,7.8,,
IS,IS1,14-Aug,PIJE,23.5,1,17.4,-18.4,1.5,,7.7,,
IS,IS1,14-Aug,PIJE,33.6,1,17.5,-13.5,1.7,,8.9,,
IS,IS1,14-Aug,PIJE,37.0,,17.5,-22.2,1.7,10.2,8.0,,RTB
IS,IS1,14-Aug,PIJE,19.4,1,17.6,-20.1,1.7,,7.5,,
IS,IS1,14-Aug,PIJE,22.1,1,18.0,-20.2,1.7,,7.5,,
IS,IS1,14-Aug,PIJE,23.5,1,18.2,-44.0,1.7,,4.2,,
IS,IS1,14-Aug,PIJE,45.0,,18.3,28.7,0.9,7.3,6.5,,
IS,IS1,14-Aug,PIJE,27.0,1,18.3,-44.2,1.9,,4.0,,
IS,IS1,14-Aug,PIJE,44.3,1,19.4,-32.1,1.8,,4.5,,
IS,IS1,14-Aug,PIJE,58.7,,19.5,28.0,0.8,7.5,6.5,13,
IS,IS1,14-Aug,PIJE,98.5,1,21.2,0.7,1.6,,4.5,,
IS,IS1,14-Aug,PIJE,7.2,1,21.8,19.3,1.4,,0.5,,
IS,IS1,14-Aug,PIJE,48.8,,23.5,-46.3,2.0,6.7,0.5,,
IS,IS1,14-Aug,PIJE,19.2,1,23.6,-42.5,2.0,,0.7,,
IS,IS1,16-Aug,PIJE,52.1,,23.6,-40.2,2.3,11.9,2.8,,
IS,IS1,14-Aug,PIJE,38.0,1,25.1,-38.9,2.1,,1.5,,
IS,IS1,14-Aug,PIJE,77.2,,25.4,-36.0,2.3,8.0,3.6,,
IS,IS1,14-Aug,PIJE,69.5,,26.0,-28.5,2.2,12.8,10.5,6,
IS,IS1,16-Aug,PIJE,20.0,1,26.6,-28.4,2.4,,4.0,,
IS,IS1,14-Aug,PIJE,27.1,1,26.9,-31.5,2.3,,5.0,,
IS,IS1,14-Aug,PIJE,22.1,1,27.4,-35.2,2.3,,2.5,,
IS,IS1,14-Aug,PIJE,31.5,,31.1,-41.2,2.4,5.5,0.5,,
IS,IS1,14-Aug,PIJE,24.7,1,31.9,-13.1,2.5,,3.5,,
IS,IS1,14-Aug,PIJE,22.0,,32.0,-40.7,2.5,6.5,0.4,,
IS,IS1,14-Aug,PIJE,41.6,,32.2,-16.2,2.7,10.1,6.1,5,
IS,IS1,14-Aug,PIJE,27.5,1,32.4,-5.2,2.4,,1.6,,
IS,IS1,16-Aug,PIJE,21.5,,32.7,-3.0,2.4,6.0,0.3,4,
IS,IS1,14-Aug,PIJE,9.5,1,33.8,-39.3,2.6,,0.7,,
IS,IS1,14-Aug,PIJE,12.4,1,34.3,-14.7,2.5,,2.3,,
IS,IS1,14-Aug,PIJE,24.5,,34.3,-31.7,2.7,11.2,4.0,,
IS,IS1,14-Aug,PIJE,31.6,,34.4,-31.5,2.8,8.1,4.2,,
IS,IS1,14-Aug,PIJE,42.9,,34.5,-20.2,3.0,9.7,2.0, ,
IS,IS1,14-Aug,PIJE,21.8,,34.7,-16.8,2.9,10.1,3.8,,
IS,IS1,14-Aug,PIJE,39.8,,34.8,-36.2,2.7,6.4,3.7,7,
IS,IS1,14-Aug,PIJE,22.2,,35.0,-40.2,2.7,6.0,0.5,,
IS,IS1,14-Aug,PIJE,35.8,,35.4,-40.7,2.6,6.0,0.5,,
IS,IS1,16-Aug,PIJE,42.4,,35.9,-32.4,2.8,7.1,3.7,,
IS,IS1,16-Aug,PIJE,44.0,,36.0,-37.9,2.8,6.0,4.4,,
IS,IS1,16-Aug,PIJE,12.2,1,36.4,-32.0,2.8,,3.0,,
IS,IS1,16-Aug,PIJE,33.5,,36.5,0.8,2.7,5.5,0.0,,
IS,IS1,14-Aug,PIJE,36.0,,36.7,-24.9,2.9,9.7,2.5,,
IS,IS1,16-Aug,PIJE,6.5,1,37.3,-42.5,2.8,,0.3,,
IS,IS1,16-Aug,PIJE,22.7,,38.8,0.8,2.7,4.0,0.5,,
IS,IS1,14-Aug,PIJE,11.1,1,39.0,-18.1,2.9,,2.0,,
IS,IS1,16-Aug,PIJE,34.0,,39.0,-35.4,3.0,6.8,4.0,,
IS,IS1,14-Aug,PIJE,16.2,,39.2,-0.5,2.7,3.5,1.9,,
IS,IS1,14-Aug,PIJE,72.3,,39.5,31.9,2.3,7.8,5.5,16,
IS,IS1,14-Aug,PIJE,15.2,1,39.6,-1.4,2.8,,1.5,,
IS,IS1,14-Aug,PIJE,15.7,1,39.9,-16.0,3.0,,3.5,,
IS,IS1,16-Aug,PIJE,15.5,1,41.0,-4.9,2.9,,2.0,,
IS,IS1,14-Aug,PIJE,20.7,,42.0,-18.5,3.2,5.1,3.6,,
IS,IS1,16-Aug,PIJE,12.3,1,42.6,1.4,3.0,,0.6,,
IS,IS1,14-Aug,PIJE,38.0,,42.7,-36.2,3.0,4.5,4.0,,
IS,IS1,14-Aug,PIJE,92.8,,43.0,-14.8,3.2,9.0,5.0,,
IS,IS1,14-Aug,PIJE,32.0,,43.0,-37.2,3.0,3.5,3.0,,
IS,IS1,14-Aug,PIJE,39.5,,43.4,-34.8,3.1,4.5,2.5,,
IS,IS1,16-Aug,PICO,18.0,1,43.6,-0.2,3.0,,1.0,,exit holes
IS,IS1,14-Aug,PIJE,28.0,1,43.8,-0.2,3.0,,-0.5,,
IS,IS1,14-Aug,PIJE,23.8,,44.5,-33.2,3.1,3.5,3.0,,
IS,IS1,14-Aug,PIJE,72.0,,45.0,-10.6,3.0,14.0,5.0,,
IS,IS1,14-Aug,PIJE,17.2,1,45.1,-18.2,3.1,,3.8,,
IS,IS1,16-Aug,PIJE,22.6,,45.7,-21.7,3.4,6.0,2.0,,
IS,IS1,16-Aug,PIJE,15.2,,46.2,8.4,3.0,3.0,0.3,,
IS,IS1,16-Aug,PIJE,19.8,,46.5,8.7,2.9,3.5,0.2,,
IS,IS1,14-Aug,PIJE,68.8,,46.7,-12.7,3.3,9.0,5.2,,
IS,IS1,14-Aug,PIJE,16.9,1,47.2,-20.4,3.3,,3.0,,
IS,IS1,14-Aug,PIJE,22.1,,48.0,-18.8,3.3,9.0,3.1,,
IS,IS1,16-Aug,PIJE,86.9,,48.4,-5.8,3.2,13.5,4.0,27,
IS,IS1,16-Aug,PIJE,47.3,,49.1,18.5,3.1,6.9,0.5,,
IS,IS1,14-Aug,PIJE,9.7,1,50.6,-15.8,2.9,,2.5,,
IS,IS1,16-Aug,PICO,31.0,1,50.7,1.2,3.2,,0.4,,
IS,IS1,16-Aug,PIJE,20.3,,54.0,-4.8,3.3,6.5,2.5,,RTB
IS,IS1,16-Aug,PIJE,11.7,1,54.6,6.4,3.2,,2.5,,
IS,IS1,16-Aug,PIJE,70.8,,54.8,7.5,3.2,10.3,5.5,17,
IS,IS1,16-Aug,PICO,13.0,1,55.4,9.7,3.3,,2.7,,
IS,IS1,14-Aug,PIJE,28.9,,367.0,-18.8,2.9,9.7,3.0,,
IS,IS2,17-Aug,PIJE,37.5,,-54.3,3.2,-7.0,2.3,0.4,,
IS,IS2,17-Aug,PIJE,15.3,,-53.9,-6.4,-6.3,2.6,0.3,,
IS,IS2,17-Aug,PIJE,30.8,,-53.6,-5.1,-6.4,2.8,1.7,,
IS,IS2,17-Aug,PIJE,28.9,,-53.5,-5.5,-6.3,2.7,1.6,,
IS,IS2,17-Aug,PIJE,18.7,,-52.6,9.4,-6.2,1.8,0.4,,
IS,IS2,17-Aug,PIJE,32.2,,-52.4,7.2,-6.5,2.3,0.5,,
IS,IS2,17-Aug,PIJE,8.0,,-52.1,17.7,-5.3,1.2,0.3,,
IS,IS2,17-Aug,PIJE,9.3,1,-49.6,-20.8,-5.2,,1.8,,
IS,IS2,16-Aug,PIJE,95.2,,-48.5,-20.5,-4.9,6.8,6.7,,
IS,IS2,16-Aug,PIJE,65.3,,-47.0,-25.3,-4.4,8.8,3.7,46,
IS,IS2,16-Aug,PIJE,17.0,,-46.3,-30.6,-4.1,3.6,0.5,,
IS,IS2,16-Aug,PIJE,47.6,,-45.8,-26.0,-4.2,8.0,3.5,,
IS,IS2,17-Aug,PIJE,74.6,,-45.6,-21.3,-4.4,6.8,5.3,45,
IS,IS2,17-Aug,PIJE,25.0,,-44.6,-0.9,-4.9,2.2,0.3,,
IS,IS2,16-Aug,PIJE,11.0,1,-44.5,-25.0,-4.1,,2.6,,
IS,IS2,16-Aug,PIJE,10.1,1,-44.3,-24.0,-4.2,,2.7,,
IS,IS2,16-Aug,PIJE,12.1,2,-42.9,-33.7,-3.4,,0.7,,
IS,IS2,16-Aug,PIJE,7.9,1,-41.5,-22.9,-3.9,,1.5,,
IS,IS2,17-Aug,PIJE,29.6,,-40.6,-0.2,-4.4,4.0,0.4,,
IS,IS2,16-Aug,PIJE,10.6,1,-39.6,-25.7,-3.5,,0.4,,
IS,IS2,17-Aug,PIJE,101.2,,-39.5,12.7,-4.5,7.7,2.4,,
IS,IS2,16-Aug,PIJE,41.3,,-39.2,-34.4,-3.1,3.7,1.9,,
IS,IS2,17-Aug,PIJE,10.0,,-38.8,-0.3,-4.3,2.4,0.8,,
IS,IS2,17-Aug,PIJE,22.5,,-38.7,-1.7,-4.1,2.1,1.5,,
IS,IS2,17-Aug,PIJE,16.0,,-38.0,-0.6,-4.1,2.1,1.6,,
IS,IS2,17-Aug,PIJE,16.8,,-38.0,-1.3,-4.2,2.1,1.6,,
IS,IS2,16-Aug,PIJE,14.2,,-37.6,-4.3,-4.1,2.7,0.3,,
IS,IS2,17-Aug,PIJE,18.2,,-37.0,-9.6,-3.6,0.2,1.8,,
IS,IS2,16-Aug,PIJE,19.4,,-36.6,-6.2,-3.7,1.8,0.4,,
IS,IS2,16-Aug,PIJE,32.5,,-36.1,-35.6,-2.8,3.2,2.8,,
IS,IS2,16-Aug,PIJE,19.0,,-35.9,-7.3,-3.7,2.2,0.6,,
IS,IS2,16-Aug,PIJE,27.2,,-35.8,-5.3,-3.7,3.2,1.4,,
IS,IS2,16-Aug,PIJE,10.9,,-35.4,-4.8,-3.7,2.6,0.8,,
IS,IS2,17-Aug,PIJE,90.0,,-35.2,36.5,-4.4,7.0,5.0,55,
IS,IS2,17-Aug,PIJE,31.6,,-34.6,23.5,-3.9,4.0,3.7,,
IS,IS2,17-Aug,PIJE,30.5,,-34.1,-9.3,-3.4,3.2,1.6,,
IS,IS2,17-Aug,PIJE,21.8,,-33.8,8.4,-3.9,3.5,0.4,,
IS,IS2,16-Aug,PIJE,21.0,,-33.4,-24.8,-2.8,2.8,1.8,,
IS,IS2,17-Aug,PIJE,20.4,1,-33.1,26.8,-3.8,,0.6,,
IS,IS2,17-Aug,PIJE,10.0,1,-31.8,-2.8,-3.4,,0.8,,
IS,IS2,16-Aug,PIJE,14.7,,-31.4,-19.9,-2.9,3.2,1.8,,
IS,IS2,16-Aug,PIJE,24.5,,-31.3,-25.9,-2.7,2.6,1.3,,
IS,IS2,17-Aug,PIJE,11.7,,-31.0,-4.5,-3.3,2.7,0.5,,
IS,IS2,16-Aug,PIJE,14.2,,-30.4,-26.9,-2.4,2.4,0.4,,
IS,IS2,16-Aug,PIJE,59.7,,-30.3,-1.9,-3.2,5.4,1.6,44,
IS,IS2,16-Aug,PIJE,14.2,,-30.0,-12.3,-2.9,2.3,1.5,,
IS,IS2,17-Aug,PIJE,70.7,,-28.2,35.4,-3.5,10.0,3.5,,
IS,IS2,16-Aug,PIJE,17.5,,-28.0,-23.2,-2.2,3.2,2.1,,
IS,IS2,17-Aug,PIJE,97.5,,-27.7,18.0,-3.3,5.8,3.2,,
IS,IS2,17-Aug,PIJE,16.8,1,-27.2,23.3,-3.2,,2.1,,
IS,IS2,16-Aug,PIJE,9.0,1,-27.0,-26.0,-1.9,,1.1,,
IS,IS2,16-Aug,PIJE,41.5,,-26.0,-37.6,-2.0,2.8,1.4,39,
IS,IS2,17-Aug,PIJE,14.9,,-26.0,8.3,-2.7,2.0,0.3,,
IS,IS2,16-Aug,PIJE,93.5,,-25.9,-26.9,-1.6,5.8,1.7,,
IS,IS2,16-Aug,PIJE,103.2,,-25.9,-11.9,-2.2,7.7,3.6,,
IS,IS2,16-Aug,PIJE,6.0,1,-25.5,-24.1,-1.8,,0.8,,
IS,IS2,17-Aug,PIJE,19.8,,-24.9,-45.8,-2.2,4.0,3.5,,
IS,IS2,17-Aug,PIJE,11.7,1,-24.7,-46.2,-2.0,,2.5,,
IS,IS2,16-Aug,PIJE,15.3,,-23.3,-9.3,-2.0,3.4,2.0,,
IS,IS2,16-Aug,PIJE,11.0,,-23.1,-23.2,-1.0,2.0,1.3,,
IS,IS2,16-Aug,PIJE,42.6,,-23.1,-41.0,-1.8,5.4,1.5,,
IS,IS2,16-Aug,PIJE,6.8,1,-23.0,-22.3,-1.2,,1.2,,
IS,IS2,16-Aug,PIJE,16.0,,-22.6,-23.8,-1.0,2.4,1.8,,
